tdays,Angledeg
  8630.0 ,  8576.47
  8640.0 ,  8586.65
  8650.0 ,  8596.80
  8660.0 ,  8606.92
  8670.0 ,  8617.00
  8680.0 ,  8627.03
  8690.0 ,  8637.02
  8700.0 ,  8646.94
  8710.0 ,  8656.81
  8720.0 ,  8666.63
  8730.0 ,  8676.39
  8740.0 ,  8686.09
  8750.0 ,  8695.76
  8760.0 ,  8705.38
  8770.0 ,  8714.96
  8780.0 ,  8724.53
  8790.0 ,  8734.07
  8800.0 ,  8743.60
  8810.0 ,  8753.14
  8820.0 ,  8762.69
  8830.0 ,  8772.25
  8840.0 ,  8781.84
  8850.0 ,  8791.46
  8860.0 ,  8801.12
  8870.0 ,  8810.83
  8880.0 ,  8820.59
  8890.0 ,  8830.40
  8900.0 ,  8840.28
  8910.0 ,  8850.20
  8920.0 ,  8860.19
  8930.0 ,  8870.22
  8940.0 ,  8880.30
  8950.0 ,  8890.42
  8960.0 ,  8900.58
  8970.0 ,  8910.75
  8980.0 ,  8920.94
  8990.0 ,  8931.13
  9000.0 ,  8941.31
  9010.0 ,  8951.48
  9020.0 ,  8961.62
  9030.0 ,  8971.72
  9040.0 ,  8981.78
  9050.0 ,  8991.79
  9060.0 ,  9001.74
  9070.0 ,  9011.64
  9080.0 ,  9021.49
  9090.0 ,  9031.27
  9100.0 ,  9041.01
  9110.0 ,  9050.70
  9120.0 ,  9060.34
  9130.0 ,  9069.94
  9140.0 ,  9079.52
  9150.0 ,  9089.07
  9160.0 ,  9098.61
  9170.0 ,  9108.15
  9180.0 ,  9117.68
  9190.0 ,  9127.24
  9200.0 ,  9136.81
  9210.0 ,  9146.41
  9220.0 ,  9156.06
  9230.0 ,  9165.74
  9240.0 ,  9175.47
  9250.0 ,  9185.26
  9260.0 ,  9195.10
  9270.0 ,  9204.99
  9280.0 ,  9214.95
  9290.0 ,  9224.96
  9300.0 ,  9235.01
  9310.0 ,  9245.11
  9320.0 ,  9255.25
  9330.0 ,  9265.41
  9340.0 ,  9275.60
  9350.0 ,  9285.79
  9360.0 ,  9295.98
  9370.0 ,  9306.15
  9380.0 ,  9316.31
  9390.0 ,  9326.43
  9400.0 ,  9336.51
  9410.0 ,  9346.55
  9420.0 ,  9356.53
  9430.0 ,  9366.46
  9440.0 ,  9376.33
  9450.0 ,  9386.15
  9460.0 ,  9395.92
  9470.0 ,  9405.62
  9480.0 ,  9415.29
  9490.0 ,  9424.92
  9500.0 ,  9434.50
  9510.0 ,  9444.07
  9520.0 ,  9453.62
  9530.0 ,  9463.15
  9540.0 ,  9472.68
  9550.0 ,  9482.23
  9560.0 ,  9491.79
  9570.0 ,  9501.38
  9580.0 ,  9511.00
  9590.0 ,  9520.66
  9600.0 ,  9530.36
  9610.0 ,  9540.12
  9620.0 ,  9549.93
  9630.0 ,  9559.80
  9640.0 ,  9569.72
  9650.0 ,  9579.70
  9660.0 ,  9589.73
  9670.0 ,  9599.81
  9680.0 ,  9609.93
  9690.0 ,  9620.08
  9700.0 ,  9630.26
  9710.0 ,  9640.44
  9720.0 ,  9650.64
  9730.0 ,  9660.82
  9740.0 ,  9670.99
  9750.0 ,  9681.13
  9760.0 ,  9691.24
  9770.0 ,  9701.29
  9780.0 ,  9711.31
  9790.0 ,  9721.27
  9800.0 ,  9731.17
  9810.0 ,  9741.02
  9820.0 ,  9750.81
  9830.0 ,  9760.54
  9840.0 ,  9770.24
  9850.0 ,  9779.88
  9860.0 ,  9789.48
  9870.0 ,  9799.06
  9880.0 ,  9808.62
  9890.0 ,  9818.15
  9900.0 ,  9827.69
  9910.0 ,  9837.23
  9920.0 ,  9846.78
  9930.0 ,  9856.35
  9940.0 ,  9865.95
  9950.0 ,  9875.58
  9960.0 ,  9885.27
  9970.0 ,  9895.00
  9980.0 ,  9904.78
  9990.0 ,  9914.62
 10000.0 ,  9924.51
 10010.0 ,  9934.46
 10020.0 ,  9944.46
 10030.0 ,  9954.52
 10040.0 ,  9964.61
 10050.0 ,  9974.75
 10060.0 ,  9984.92
 10070.0 ,  9995.10
 10080.0 , 10005.29
